topic,prompt,sample_id,generated_poem
travel,Write a poem about travel:,0,"Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A poem about travel:
Take you with us.


A"
travel,Write a poem about travel:,1,"For the first time in my life,
I can share my journey
with a stranger in another state of being.
I've been traveling here and now
and it feels like my journey's just begun
You have read and shared my journey,
I've shared your feelings and ideas
and the stories they tell
that will change your whole life.
The journey has been worth it
to me,
I hope you'll continue to follow your journey
for a longer time"
travel,Write a poem about travel:,2,"I'll have all the way to Boston
When I get home
I'll have all the way to Boston
When I get home
I'll have all the way to Boston
When I get home
I'll have all the way to Boston
The sun rises and sets
A bit of light goes out
The sun rises and sets
The light goes out
I'll go to sleep in a bathtub
The sun goes out
I'll go to sleep in a bathtub"
trust,Write a poem about trust:,0,"The power of trust in poetry
In the first chapter of the Poems of Wisdom:
When a child has trusted you, he or she has always believed you,
The only way you can trust them
When you are not safe, he or she has seen you,
They know you are not loved,
They will say something to the effect of,
That you are not safe,
To which they might say, ""I love you. But if I lose you, I"
trust,Write a poem about trust:,1,"Share

The world is a scary place
Who knows what the future holds?
Who knows what the future will hold?
Who knows how much the world will make of it all?
What are the people's hopes for us
And what will they be like?
Who knows how much they will make?
Who knows how much they will be like?
Are they good people or bad people?
Do they know the future is bad or good?
What do we all"
trust,Write a poem about trust:,2,"Trust was founded on trust,
From the beginning
To give your trust to everyone and everything.
Trust was founded on trust,
From the beginning to give your trust to everyone and everything.
Trust was founded on trust,
From the beginning to give your trust to everyone and everything.
Trust was founded on trust,
From the beginning to give your trust to everyone and everything.
Trust was founded on trust,
From the beginning to give your trust to everyone and everything"
truth,Write a poem about truth:,0,"What you see can be a revelation:
You see how many mistakes you made:
You see what's in your mind.
You see who you are:
What's behind you.
What you like best:
You know who you are:
You see what's in your mind
You are like a beacon of light.
And then you become a liar:
What you see can be a revelation:
Who you are.
Who you are as a shining beacon"
truth,Write a poem about truth:,1,"As far as I know, I never learned the truth,
And I did not know the truth.
""Thou art like a flower,
Thine own life is one and all,
It is an endless stream
Of self-contradiction.
""Thou art like the wild,
Thine own life is one and all,
It is a endless stream of self-contradiction.
""Thou art like a river,
Thine own"
truth,Write a poem about truth:,2,"The more you write, the happier you are.
But there is one more point to remember;
The poem is an expression of your own pain.
You write about something, or something you are sad about,
And the thought of that is what is really hurtful.
But you also are afraid.
Your emotions are not your problems.
You cannot be true to yourself.
Truth comes before you or with you.
You are not the problem of you."
war,Write a poem about war:,0,"The war to free war from the arms of man.
A nation that has been in the war
Against a foreign enemy for a long time,
A nation that has suffered from the wrong kind of enemy
I hope to discover a friend.
War, love, war are very different
To each other's sense of humor.
Our friendship is a kind of peace that is born and dies;
The same love that we both share is a peace that is not yet founded."
war,Write a poem about war:,1,"""Do you want to stop the war?""
""I don't want to see this,""
""We'll start tomorrow,""
""This is your war!""
""Avenge your losses?""
""We're not going to let this be,
That is a lie!""
""I want peace, my son,""
""I can't let this be,
That is a lie!""
""I want peace, my son,""
""I want peace, my son."""
war,Write a poem about war:,2,"What you can't do!
The war will ruin your peace!
I am not writing a poem of war.
I am a poet,
I write poetry to defend the people.
The war is not yet over,
I am writing this to help the people.
There are many things that need to be done,
There are other things that need to be done.
I can't put out my life with words.
My wife is in prison,
She"
warning,Write a poem about warning:,0,"The last words of the poem could be read as warning
The last words of the poem would be written in a more poetic, poetic tone
The first one might be a warning: If you do not obey the law, then you are trespassing
The second one would be a warning: If you refuse to obey the law, then you are trespassing
The third one might be a warning: If you refuse to obey the law, then you are trespassing
The fourth one might be"
warning,Write a poem about warning:,1,"When I come to you with my soul
Let me know that you are with me
And that you may have no fear of me
If you have a heart,
Let me know that you are with me
and that I love you
For my love and my love is with you
And my love is with you
When I come to you with my soul
I will be with you
and love you
For my love and my love is with you
and I love"
warning,Write a poem about warning:,2,"""All these things are the work of a single soul
And the work of many hands.""
""Who is the master of all?""
""That is my answer, and as I have read it,
I do not think I will ever remember it.""
-Thomas Wolfe
~
""In the name of God, I am speaking
Through my own words, and I will repeat it in the
Word, and I will write again the name
Of the Word, I"
water,Write a poem about water:,0,"What are you doing in my garden
Which I've never seen, but can see now?
In your garden, I'll be sure
That your gardens are full
Of water, of course.
But for the sake of the water in your gardens,
What do you have to show me?
Or say what you have to say!
But you are an empty house
And if I come near, how is that I should be glad
Of water?
Now,"
water,Write a poem about water:,1,"Water's been a symbol of our nation and our land, for over two thousand years. It is the emblem of our culture and the symbol of the people,
a symbol of a country that has never lost sight of the people. But this water symbol is not the same water we drink every day. It is the water that has stood the test of our history.
This water symbol comes as no surprise to you. It is from water that our nation fought for and the symbol of our"
water,Write a poem about water:,2,"For I know that water is my drink, and it's my life
and I know that water is my friend, but why should I drink it?
For I know that water is my drink, and I can see that it's not drinking water
that the water drinker drinks.
For I know that water is my drink, and I can feel that water in my heart
and breathe it in.
For I know that water is my drink, and I can feel that"
weather,Write a poem about weather:,0,"Weather the world is cold, but it is warmer than in summer.
You will need rain to maintain a happy and well-fed life.
Weathering the world is not necessary, but a very important part of life.
You will need rain to maintain a healthy and well-fed life.
You will need rain to maintain a healthy and well-fed life.
Weathering the world is not necessary, but a very important part of life.
You will need rain to"
weather,Write a poem about weather:,1,"http://imgur.com/a/q6Oo
Winter comes after the sun, but at night
the cold and the fog
in the mountains
we see mountains that are not
free of snow
the winter is over;
the nights are cold, but at night
we see mountains that are not free of snow
the winter is over;
the nights are cold, but at night
we see mountains that are not free of snow
the winter is over;"
weather,Write a poem about weather:,2,"A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about weather:
A poem about"
wedding,Write a poem about wedding:,0,"Happy wedding day!
Wedding day is going to be perfect
I will give my love and attention
I love to talk
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other
I will give my attention to other"
wedding,Write a poem about wedding:,1,"""Laughter and good music…one of the most beautiful things we could ever hope to have
a son!""
In all our thoughts
is the love between husband and wife,
and what may one day be the great story of the day?
I have never seen my father as a person
and I think it will be very sad to hear the saying.
""You should be happy when you have children,
but you have not been able to be happy.""
"""
wedding,Write a poem about wedding:,2,"Your friends and your family are all wonderful
Your home, your home, your home, your home...and you are one of them
You can only express love by writing the poem
</p>
Your heart is a song,
The song is my heart
</p>
Your heart is a song
Your heart is one of me
</p>
Your heart is one of my soul
</p>
Your heart is a song
</p>
</"
winter,Write a poem about winter:,0,"Welcoming me with a hug and a smile
I ask for your patience
I feel your pain, your tears
I pray for a safe home, a place
To breathe and know where I am
My heart and the air are a beautiful harmony
I will never forget your voice
Your soft heart and smile
I will never forget your way
I will never forget that night and the night
I want you to know I love you
In the summer that I sleep"
winter,Write a poem about winter:,1,"The world is cold with all our bodies.
We go to get food: cold, cold.
And we are cold in the cold.
We go to put on a coat.
We lie on a blanket in the middle of the street
Where there is snow.
We eat cold food in the street.
The world is cold without all our bodies.
We go to put on a coat
Because we are cold in the cold.
But we are cold in the"
winter,Write a poem about winter:,2,
work,Write a poem about work:,0,"The poem is a metaphor for an individual, in a particular way. Each poem has a meaning to each person. It is, in a way, a way of knowing the person, their time, their place, their love and their self. The poems are, like the words of the language of the language, the words of the language of the word. What we understand of work, of art, of literature, or of art: they are symbols of the person, of the work. The"
work,Write a poem about work:,1,Here are the lyrics of the first song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last song of the last
work,Write a poem about work:,2,"Work or work?
You can't say no
You can't say no
Work?
How can we get away with it?
It's a trap
You've got to get back to work
You have to get out of your mind
When it is not in your mind
It's very hard to get back to work
You're not going to give back that much
You're not going to give back that much
Work is like a gift
If you want"
world,Write a poem about world:,0,"What can they hear?
How can they feel?
What can they say?
How can they look?
How can they say?
What can they talk?
How can they say?
How can they say?
What can they say?
What can they say?
What can they say?
What can they say?
Why can they say
What can they say?
Why can they say
What can they say?
Why can they say"
world,Write a poem about world:,1,"From a poem, for a poem,
And from a poem, for a poem,
And from a poem, for a poem,
Which you will learn,
By what a poem, for a poem,
I am, at this time,
To the same poem,
That you will learn,
By what a poem, for a poem,
I am, at this time,
To the same poem,
I am, at this time,
To the"
world,Write a poem about world:,2,"My dear my dear my dear my dear
I am writing a poem about the world
I am writing a poem about the world
Oh my dear my dear my dear
I am writing a poem about the world
I am writing a poem about the world
I am writing a poem about the world
Oh my dear my dear my dear
Oh my dear my dear my
Dear my dear my dear my dear
I am writing a poem about the world
I am writing a poem"
